company;contract;month;year;lines
ComTel;Postpaid;10;2018;5066
ComTel;Postpaid;10;2018;6182
ComTel;Postpaid;10;2018;6367
ComTel;Postpaid;10;2018;7805
ComTel;Postpaid;10;2018;9231
ComTel;Postpaid;10;2018;9964
ComTel;Postpaid;10;2018;10594
ComTel;Postpaid;10;2018;10725
ComTel;Control;10;2018;11233
ComTel;Control;10;2018;11327
ComTel;Control;10;2018;12209
ComTel;Control;10;2018;12224
ComTel;Postpaid;10;2018;12229
ComTel;Postpaid;10;2018;13054
ComTel;Control;10;2018;15254
ComTel;Control;10;2018;16120
ComTel;Postpaid;10;2018;16958
ComTel;Control;10;2018;17058
ComTel;Prepaid;10;2018;24214
ComTel;Control;10;2018;24378
ComTel;Control;10;2018;24746
ComTel;Control;10;2018;25504
ComTel;Postpaid;10;2018;27673
ComTel;Postpaid;10;2018;28149
ComTel;Control;10;2018;30267
ComTel;Control;10;2018;36948
ComTel;Prepaid;10;2018;40777
ComTel;Prepaid;10;2018;44840
ComTel;Control;10;2018;48459
ComTel;Control;10;2018;51287
ComTel;Prepaid;10;2018;52277
ComTel;Postpaid;10;2018;54176
ComTel;Prepaid;10;2018;57288
ComTel;Prepaid;10;2018;57989
ComTel;Prepaid;10;2018;58399
ComTel;Control;10;2018;62604
ComTel;Control;10;2018;67467
ComTel;Prepaid;10;2018;69729
ComTel;Control;10;2018;79156
ComTel;Prepaid;10;2018;80041
ComTel;Control;10;2018;80147
ComTel;Control;10;2018;83588
ComTel;Control;10;2018;86520
ComTel;Control;10;2018;91532
ComTel;Prepaid;10;2018;106667
ComTel;Postpaid;10;2018;107994
ComTel;Prepaid;10;2018;113123
ComTel;Prepaid;10;2018;113424
ComTel;Control;10;2018;126670
ComTel;Prepaid;10;2018;138835
ComTel;Prepaid;10;2018;165442
ComTel;Prepaid;10;2018;174088
ComTel;Prepaid;10;2018;179759
ComTel;Prepaid;10;2018;184455
ComTel;Control;10;2018;197719
ComTel;Prepaid;10;2018;198832
ComTel;Prepaid;10;2018;233340
ComTel;Prepaid;10;2018;258593
ComTel;Control;10;2018;262835
ComTel;Prepaid;10;2018;315395
ComTel;Control;10;2018;358530
ComTel;Prepaid;10;2018;360896
ComTel;Prepaid;10;2018;369830
ComTel;Postpaid;10;2018;400047
ComTel;Prepaid;10;2018;405206
ComTel;Control;10;2018;1772118
ComTel;Prepaid;10;2018;1902413
ComTel;Prepaid;10;2018;2643153
SurTel;Postpaid;10;2018;36
SurTel;Postpaid;10;2018;44
SurTel;Postpaid;10;2018;73
SurTel;Postpaid;10;2018;77
SurTel;Postpaid;10;2018;126
SurTel;Postpaid;10;2018;189
SurTel;Postpaid;10;2018;225
SurTel;Postpaid;10;2018;258
SurTel;Postpaid;10;2018;261
SurTel;Postpaid;10;2018;268
SurTel;Postpaid;10;2018;323
SurTel;Postpaid;10;2018;466
SurTel;Postpaid;10;2018;499
SurTel;Postpaid;10;2018;505
SurTel;Postpaid;10;2018;654
SurTel;Postpaid;10;2018;742
SurTel;Postpaid;10;2018;988
SurTel;Postpaid;10;2018;1038
SurTel;Postpaid;10;2018;1093
SurTel;Postpaid;10;2018;1293
SurTel;Postpaid;10;2018;1894
SurTel;Control;10;2018;2114
SurTel;Postpaid;10;2018;2244
SurTel;Postpaid;10;2018;2348
SurTel;Postpaid;10;2018;2884
SurTel;Control;10;2018;3767
SurTel;Control;10;2018;4552
SurTel;Control;10;2018;4780
SurTel;Prepaid;10;2018;5191
SurTel;Control;10;2018;5745
SurTel;Prepaid;10;2018;5888
SurTel;Control;10;2018;7634
SurTel;Control;10;2018;8582
SurTel;Control;10;2018;9773
SurTel;Prepaid;10;2018;10706
SurTel;Prepaid;10;2018;10948
SurTel;Prepaid;10;2018;11573
SurTel;Prepaid;10;2018;12623
SurTel;Prepaid;10;2018;16506
SurTel;Control;10;2018;17371
SurTel;Control;10;2018;18026
SurTel;Control;10;2018;18157
SurTel;Postpaid;10;2018;19109
SurTel;Prepaid;10;2018;19445
SurTel;Control;10;2018;23059
SurTel;Control;10;2018;23118
SurTel;Control;10;2018;23755
SurTel;Control;10;2018;24524
SurTel;Control;10;2018;26538
SurTel;Prepaid;10;2018;35812
SurTel;Prepaid;10;2018;37156
SurTel;Postpaid;10;2018;38007
SurTel;Prepaid;10;2018;41225
SurTel;Prepaid;10;2018;41777
SurTel;Prepaid;10;2018;42109
SurTel;Prepaid;10;2018;56355
SurTel;Control;10;2018;56982
SurTel;Prepaid;10;2018;61604
SurTel;Control;10;2018;61984
SurTel;Control;10;2018;63938
SurTel;Control;10;2018;75816
SurTel;Control;10;2018;92313
SurTel;Prepaid;10;2018;98506
SurTel;Control;10;2018;101509
SurTel;Control;10;2018;111671
SurTel;Prepaid;10;2018;127112
SurTel;Prepaid;10;2018;142946
SurTel;Control;10;2018;143013
SurTel;Prepaid;10;2018;143445
SurTel;Prepaid;10;2018;148857
SurTel;Prepaid;10;2018;152616
SurTel;Prepaid;10;2018;157688
SurTel;Prepaid;10;2018;171830
SurTel;Prepaid;10;2018;176048
SurTel;Control;10;2018;179358
SurTel;Prepaid;10;2018;1385712
SurTel;Control;10;2018;1395227
SurTel;Prepaid;10;2018;1858008
Others;Prepaid;10;2018;2
Others;Prepaid;10;2018;3
Others;Prepaid;10;2018;3
Others;Prepaid;10;2018;4
Others;Prepaid;10;2018;5
Others;Prepaid;10;2018;5
Others;Prepaid;10;2018;8
Others;Prepaid;10;2018;9
Others;Prepaid;10;2018;10
Others;Prepaid;10;2018;11
Others;Prepaid;10;2018;13
Others;Prepaid;10;2018;14
Others;Prepaid;10;2018;15
Others;Prepaid;10;2018;18
Others;Prepaid;10;2018;20
Others;Prepaid;10;2018;33
Others;Prepaid;10;2018;35
Others;Prepaid;10;2018;43
Others;Prepaid;10;2018;49
Others;Prepaid;10;2018;50
Others;Prepaid;10;2018;57
Others;Prepaid;10;2018;59
Others;Prepaid;10;2018;152
Others;Prepaid;10;2018;2759
Others;Prepaid;10;2018;3533
PeruTel;Postpaid;10;2018;1771
PeruTel;Postpaid;10;2018;2928
PeruTel;Postpaid;10;2018;3308
PeruTel;Postpaid;10;2018;3853
PeruTel;Postpaid;10;2018;3966
PeruTel;Control;10;2018;4022
PeruTel;Postpaid;10;2018;5204
PeruTel;Postpaid;10;2018;6593
PeruTel;Postpaid;10;2018;7078
PeruTel;Postpaid;10;2018;8126
PeruTel;Prepaid;10;2018;8517
PeruTel;Postpaid;10;2018;9016
PeruTel;Postpaid;10;2018;10558
PeruTel;Postpaid;10;2018;11436
PeruTel;Postpaid;10;2018;11603
PeruTel;Postpaid;10;2018;12676
PeruTel;Postpaid;10;2018;13179
PeruTel;Control;10;2018;20530
PeruTel;Postpaid;10;2018;20534
PeruTel;Postpaid;10;2018;21171
PeruTel;Postpaid;10;2018;21400
PeruTel;Control;10;2018;23029
PeruTel;Control;10;2018;24643
PeruTel;Postpaid;10;2018;24745
PeruTel;Postpaid;10;2018;25374
PeruTel;Control;10;2018;29481
PeruTel;Control;10;2018;30873
PeruTel;Control;10;2018;34879
PeruTel;Postpaid;10;2018;36009
PeruTel;Postpaid;10;2018;37758
PeruTel;Prepaid;10;2018;38938
PeruTel;Postpaid;10;2018;40807
PeruTel;Postpaid;10;2018;43999
PeruTel;Control;10;2018;47020
PeruTel;Prepaid;10;2018;47700
PeruTel;Control;10;2018;51368
PeruTel;Control;10;2018;61446
PeruTel;Control;10;2018;62849
PeruTel;Prepaid;10;2018;65105
PeruTel;Control;10;2018;65346
PeruTel;Prepaid;10;2018;66057
PeruTel;Prepaid;10;2018;68394
PeruTel;Control;10;2018;70407
PeruTel;Prepaid;10;2018;70513
PeruTel;Prepaid;10;2018;76526
PeruTel;Control;10;2018;86218
PeruTel;Control;10;2018;87044
PeruTel;Control;10;2018;87733
PeruTel;Prepaid;10;2018;90377
PeruTel;Control;10;2018;94362
PeruTel;Prepaid;10;2018;117949
PeruTel;Prepaid;10;2018;129241
PeruTel;Control;10;2018;131457
PeruTel;Control;10;2018;131540
PeruTel;Control;10;2018;142313
PeruTel;Prepaid;10;2018;143412
PeruTel;Postpaid;10;2018;143641
PeruTel;Control;10;2018;156344
PeruTel;Prepaid;10;2018;164346
PeruTel;Control;10;2018;181731
PeruTel;Prepaid;10;2018;188822
PeruTel;Prepaid;10;2018;192028
PeruTel;Prepaid;10;2018;192754
PeruTel;Control;10;2018;200637
PeruTel;Control;10;2018;218797
PeruTel;Prepaid;10;2018;252315
PeruTel;Prepaid;10;2018;262051
PeruTel;Prepaid;10;2018;279078
PeruTel;Prepaid;10;2018;289744
PeruTel;Prepaid;10;2018;299037
PeruTel;Prepaid;10;2018;374487
PeruTel;Prepaid;10;2018;390100
PeruTel;Prepaid;10;2018;400789
PeruTel;Control;10;2018;423804
PeruTel;Postpaid;10;2018;485929
PeruTel;Control;10;2018;1089183
PeruTel;Prepaid;10;2018;1279278
PeruTel;Prepaid;10;2018;5513044
OrientTel;Postpaid;10;2018;1
OrientTel;Postpaid;10;2018;1
OrientTel;Postpaid;10;2018;2
OrientTel;Postpaid;10;2018;4
OrientTel;Control;10;2018;10942
OrientTel;Control;10;2018;12661
OrientTel;Control;10;2018;13963
OrientTel;Control;10;2018;14942
OrientTel;Control;10;2018;15949
OrientTel;Prepaid;10;2018;17253
OrientTel;Control;10;2018;17432
OrientTel;Control;10;2018;18188
OrientTel;Control;10;2018;20707
OrientTel;Prepaid;10;2018;25463
OrientTel;Prepaid;10;2018;27598
OrientTel;Prepaid;10;2018;28712
OrientTel;Control;10;2018;32456
OrientTel;Control;10;2018;33585
OrientTel;Prepaid;10;2018;34406
OrientTel;Control;10;2018;34800
OrientTel;Prepaid;10;2018;35008
OrientTel;Control;10;2018;35215
OrientTel;Prepaid;10;2018;40339
OrientTel;Control;10;2018;41634
OrientTel;Prepaid;10;2018;41644
OrientTel;Control;10;2018;44017
OrientTel;Control;10;2018;46758
OrientTel;Control;10;2018;48249
OrientTel;Control;10;2018;50873
OrientTel;Control;10;2018;51781
OrientTel;Control;10;2018;55729
OrientTel;Prepaid;10;2018;56318
OrientTel;Control;10;2018;57834
OrientTel;Control;10;2018;64847
OrientTel;Prepaid;10;2018;68400
OrientTel;Prepaid;10;2018;69208
OrientTel;Control;10;2018;69467
OrientTel;Prepaid;10;2018;70201
OrientTel;Control;10;2018;70588
OrientTel;Control;10;2018;72619
OrientTel;Control;10;2018;92973
OrientTel;Prepaid;10;2018;97567
OrientTel;Prepaid;10;2018;99821
OrientTel;Prepaid;10;2018;113007
OrientTel;Prepaid;10;2018;119681
OrientTel;Prepaid;10;2018;120921
OrientTel;Prepaid;10;2018;125290
OrientTel;Prepaid;10;2018;125531
OrientTel;Prepaid;10;2018;130854
OrientTel;Prepaid;10;2018;152107
OrientTel;Prepaid;10;2018;154801
OrientTel;Prepaid;10;2018;170557
OrientTel;Prepaid;10;2018;226094
OrientTel;Control;10;2018;523639
OrientTel;Prepaid;10;2018;790873
OrientTel;Prepaid;10;2018;1311698
ComTel;Postpaid;11;2018;1064
ComTel;Postpaid;11;2018;1130
ComTel;Postpaid;11;2018;1156
ComTel;Postpaid;11;2018;1331
ComTel;Postpaid;11;2018;1483
ComTel;Postpaid;11;2018;1865
ComTel;Postpaid;11;2018;2004
ComTel;Postpaid;11;2018;2410
ComTel;Postpaid;11;2018;2593
ComTel;Postpaid;11;2018;2639
ComTel;Postpaid;11;2018;4631
ComTel;Postpaid;11;2018;5559
ComTel;Postpaid;11;2018;5631
ComTel;Postpaid;11;2018;7189
ComTel;Postpaid;11;2018;8114
ComTel;Postpaid;11;2018;8650
ComTel;Postpaid;11;2018;9406
ComTel;Postpaid;11;2018;9679
ComTel;Control;11;2018;10069
ComTel;Control;11;2018;10168
ComTel;Postpaid;11;2018;10398
ComTel;Control;11;2018;11326
ComTel;Control;11;2018;11584
ComTel;Postpaid;11;2018;11747
ComTel;Control;11;2018;14402
ComTel;Control;11;2018;14484
ComTel;Control;11;2018;15137
ComTel;Postpaid;11;2018;15847
ComTel;Control;11;2018;22347
ComTel;Control;11;2018;22817
ComTel;Prepaid;11;2018;23739
ComTel;Control;11;2018;23961
ComTel;Postpaid;11;2018;25647
ComTel;Postpaid;11;2018;25735
ComTel;Control;11;2018;30438
ComTel;Control;11;2018;37267
ComTel;Prepaid;11;2018;41395
ComTel;Prepaid;11;2018;42565
ComTel;Control;11;2018;46773
ComTel;Postpaid;11;2018;50078
ComTel;Control;11;2018;50848
ComTel;Prepaid;11;2018;51292
ComTel;Prepaid;11;2018;54858
ComTel;Prepaid;11;2018;56273
ComTel;Prepaid;11;2018;58525
ComTel;Control;11;2018;59648
ComTel;Control;11;2018;67194
ComTel;Prepaid;11;2018;68479
ComTel;Control;11;2018;76811
ComTel;Control;11;2018;77403
ComTel;Control;11;2018;77961
ComTel;Prepaid;11;2018;78018
ComTel;Control;11;2018;85069
ComTel;Control;11;2018;92380
ComTel;Prepaid;11;2018;103240
ComTel;Postpaid;11;2018;105479
ComTel;Prepaid;11;2018;106227
ComTel;Prepaid;11;2018;109756
ComTel;Control;11;2018;129378
ComTel;Prepaid;11;2018;135279
ComTel;Prepaid;11;2018;161724
ComTel;Prepaid;11;2018;168006
ComTel;Prepaid;11;2018;174050
ComTel;Prepaid;11;2018;183574
ComTel;Prepaid;11;2018;196880
ComTel;Control;11;2018;199300
ComTel;Prepaid;11;2018;228641
ComTel;Prepaid;11;2018;249767
ComTel;Control;11;2018;266214
ComTel;Prepaid;11;2018;306384
ComTel;Control;11;2018;350563
ComTel;Prepaid;11;2018;358808
ComTel;Prepaid;11;2018;364595
ComTel;Postpaid;11;2018;371390
ComTel;Prepaid;11;2018;399332
ComTel;Control;11;2018;1814732
ComTel;Prepaid;11;2018;1825139
ComTel;Prepaid;11;2018;2615098
SurTel;Postpaid;11;2018;40
SurTel;Postpaid;11;2018;47
SurTel;Postpaid;11;2018;75
SurTel;Postpaid;11;2018;84
SurTel;Postpaid;11;2018;134
SurTel;Postpaid;11;2018;190
SurTel;Postpaid;11;2018;239
SurTel;Postpaid;11;2018;260
SurTel;Postpaid;11;2018;269
SurTel;Postpaid;11;2018;276
SurTel;Postpaid;11;2018;335
SurTel;Postpaid;11;2018;504
SurTel;Postpaid;11;2018;519
SurTel;Postpaid;11;2018;555
SurTel;Postpaid;11;2018;691
SurTel;Postpaid;11;2018;774
SurTel;Postpaid;11;2018;1029
SurTel;Postpaid;11;2018;1055
SurTel;Postpaid;11;2018;1143
SurTel;Postpaid;11;2018;1388
SurTel;Postpaid;11;2018;1950
SurTel;Control;11;2018;2003
SurTel;Postpaid;11;2018;2374
SurTel;Postpaid;11;2018;2444
SurTel;Postpaid;11;2018;3391
SurTel;Control;11;2018;3798
SurTel;Control;11;2018;4491
SurTel;Control;11;2018;4860
SurTel;Prepaid;11;2018;5316
SurTel;Control;11;2018;5866
SurTel;Prepaid;11;2018;6002
SurTel;Control;11;2018;7845
SurTel;Control;11;2018;8859
SurTel;Control;11;2018;9625
SurTel;Prepaid;11;2018;10849
SurTel;Prepaid;11;2018;11138
SurTel;Prepaid;11;2018;11893
SurTel;Prepaid;11;2018;12954
SurTel;Prepaid;11;2018;16611
SurTel;Control;11;2018;17503
SurTel;Control;11;2018;18055
SurTel;Control;11;2018;18469
SurTel;Prepaid;11;2018;19221
SurTel;Postpaid;11;2018;21607
SurTel;Control;11;2018;23281
SurTel;Control;11;2018;23502
SurTel;Control;11;2018;23828
SurTel;Control;11;2018;24882
SurTel;Control;11;2018;26940
SurTel;Prepaid;11;2018;36448
SurTel;Prepaid;11;2018;37565
SurTel;Postpaid;11;2018;39571
SurTel;Prepaid;11;2018;42671
SurTel;Prepaid;11;2018;43203
SurTel;Prepaid;11;2018;43439
SurTel;Control;11;2018;57448
SurTel;Prepaid;11;2018;57992
SurTel;Prepaid;11;2018;63447
SurTel;Control;11;2018;63523
SurTel;Control;11;2018;64181
SurTel;Control;11;2018;77037
SurTel;Control;11;2018;91867
SurTel;Prepaid;11;2018;100481
SurTel;Control;11;2018;103402
SurTel;Control;11;2018;116118
SurTel;Prepaid;11;2018;130606
SurTel;Control;11;2018;144981
SurTel;Prepaid;11;2018;146354
SurTel;Prepaid;11;2018;146457
SurTel;Prepaid;11;2018;150912
SurTel;Prepaid;11;2018;157225
SurTel;Prepaid;11;2018;160938
SurTel;Prepaid;11;2018;175981
SurTel;Control;11;2018;176443
SurTel;Prepaid;11;2018;180504
SurTel;Prepaid;11;2018;1409342
SurTel;Control;11;2018;1415880
SurTel;Prepaid;11;2018;1860538
Others;Prepaid;11;2018;2
Others;Prepaid;11;2018;2
Others;Prepaid;11;2018;3
Others;Prepaid;11;2018;3
Others;Prepaid;11;2018;6
Others;Prepaid;11;2018;6
Others;Prepaid;11;2018;6
Others;Prepaid;11;2018;7
Others;Prepaid;11;2018;7
Others;Prepaid;11;2018;8
Others;Prepaid;11;2018;8
Others;Prepaid;11;2018;11
Others;Prepaid;11;2018;11
Others;Prepaid;11;2018;14
Others;Prepaid;11;2018;19
Others;Prepaid;11;2018;22
Others;Prepaid;11;2018;35
Others;Prepaid;11;2018;47
Others;Prepaid;11;2018;47
Others;Prepaid;11;2018;52
Others;Prepaid;11;2018;56
Others;Prepaid;11;2018;75
Others;Prepaid;11;2018;79
Others;Prepaid;11;2018;142
Others;Prepaid;11;2018;2844
Others;Prepaid;11;2018;3942
PeruTel;Postpaid;11;2018;1778
PeruTel;Postpaid;11;2018;2662
PeruTel;Postpaid;11;2018;3057
PeruTel;Postpaid;11;2018;3507
PeruTel;Postpaid;11;2018;3722
PeruTel;Control;11;2018;4248
PeruTel;Postpaid;11;2018;4800
PeruTel;Postpaid;11;2018;6558
PeruTel;Postpaid;11;2018;6681
PeruTel;Postpaid;11;2018;7337
PeruTel;Prepaid;11;2018;7640
PeruTel;Postpaid;11;2018;8642
PeruTel;Postpaid;11;2018;10357
PeruTel;Postpaid;11;2018;10578
PeruTel;Postpaid;11;2018;10706
PeruTel;Postpaid;11;2018;12292
PeruTel;Postpaid;11;2018;12312
PeruTel;Postpaid;11;2018;18923
PeruTel;Control;11;2018;19439
PeruTel;Postpaid;11;2018;19479
PeruTel;Postpaid;11;2018;19614
PeruTel;Postpaid;11;2018;22017
PeruTel;Control;11;2018;22908
PeruTel;Postpaid;11;2018;23500
PeruTel;Control;11;2018;24146
PeruTel;Control;11;2018;30838
PeruTel;Control;11;2018;31108
PeruTel;Control;11;2018;35017
PeruTel;Postpaid;11;2018;35418
PeruTel;Postpaid;11;2018;35461
PeruTel;Prepaid;11;2018;38167
PeruTel;Postpaid;11;2018;38459
PeruTel;Postpaid;11;2018;41490
PeruTel;Prepaid;11;2018;45802
PeruTel;Control;11;2018;48341
PeruTel;Control;11;2018;51197
PeruTel;Prepaid;11;2018;59020
PeruTel;Control;11;2018;61351
PeruTel;Prepaid;11;2018;62673
PeruTel;Control;11;2018;64071
PeruTel;Control;11;2018;64377
PeruTel;Prepaid;11;2018;64545
PeruTel;Prepaid;11;2018;66760
PeruTel;Control;11;2018;70974
PeruTel;Prepaid;11;2018;72506
PeruTel;Control;11;2018;84463
PeruTel;Prepaid;11;2018;84596
PeruTel;Control;11;2018;87274
PeruTel;Control;11;2018;92065
PeruTel;Control;11;2018;97166
PeruTel;Prepaid;11;2018;108384
PeruTel;Prepaid;11;2018;119122
PeruTel;Control;11;2018;127675
PeruTel;Control;11;2018;133197
PeruTel;Prepaid;11;2018;134841
PeruTel;Control;11;2018;141030
PeruTel;Postpaid;11;2018;149948
PeruTel;Prepaid;11;2018;156735
PeruTel;Control;11;2018;160261
PeruTel;Prepaid;11;2018;175423
PeruTel;Prepaid;11;2018;178777
PeruTel;Prepaid;11;2018;179774
PeruTel;Control;11;2018;183485
PeruTel;Control;11;2018;199554
PeruTel;Control;11;2018;223844
PeruTel;Prepaid;11;2018;242251
PeruTel;Prepaid;11;2018;245640
PeruTel;Prepaid;11;2018;264162
PeruTel;Prepaid;11;2018;264840
PeruTel;Prepaid;11;2018;288243
PeruTel;Prepaid;11;2018;363734
PeruTel;Prepaid;11;2018;367788
PeruTel;Prepaid;11;2018;378445
PeruTel;Postpaid;11;2018;478046
PeruTel;Control;11;2018;485656
PeruTel;Control;11;2018;1148036
PeruTel;Prepaid;11;2018;1261377
PeruTel;Prepaid;11;2018;5794761
OrientTel;Postpaid;11;2018;1
OrientTel;Postpaid;11;2018;1
OrientTel;Postpaid;11;2018;1
OrientTel;Postpaid;11;2018;2
OrientTel;Postpaid;11;2018;3
OrientTel;Control;11;2018;10983
OrientTel;Control;11;2018;13161
OrientTel;Control;11;2018;14510
OrientTel;Control;11;2018;14870
OrientTel;Control;11;2018;16273
OrientTel;Prepaid;11;2018;17383
OrientTel;Control;11;2018;18071
OrientTel;Control;11;2018;18815
OrientTel;Control;11;2018;21367
OrientTel;Prepaid;11;2018;24682
OrientTel;Prepaid;11;2018;27083
OrientTel;Prepaid;11;2018;29640
OrientTel;Control;11;2018;33175
OrientTel;Control;11;2018;33849
OrientTel;Prepaid;11;2018;34862
OrientTel;Prepaid;11;2018;35154
OrientTel;Control;11;2018;36183
OrientTel;Control;11;2018;36481
OrientTel;Prepaid;11;2018;40216
OrientTel;Prepaid;11;2018;42219
OrientTel;Control;11;2018;43553
OrientTel;Control;11;2018;45673
OrientTel;Control;11;2018;48821
OrientTel;Control;11;2018;49261
OrientTel;Control;11;2018;52558
OrientTel;Control;11;2018;53121
OrientTel;Control;11;2018;57128
OrientTel;Control;11;2018;57845
OrientTel;Prepaid;11;2018;58694
OrientTel;Control;11;2018;66248
OrientTel;Prepaid;11;2018;69882
OrientTel;Prepaid;11;2018;70451
OrientTel;Prepaid;11;2018;71437
OrientTel;Control;11;2018;71558
OrientTel;Control;11;2018;73553
OrientTel;Control;11;2018;75377
OrientTel;Control;11;2018;96828
OrientTel;Prepaid;11;2018;97333
OrientTel;Prepaid;11;2018;99102
OrientTel;Prepaid;11;2018;115406
OrientTel;Prepaid;11;2018;121161
OrientTel;Prepaid;11;2018;123741
OrientTel;Prepaid;11;2018;125232
OrientTel;Prepaid;11;2018;125984
OrientTel;Prepaid;11;2018;130698
OrientTel;Prepaid;11;2018;151127
OrientTel;Prepaid;11;2018;157925
OrientTel;Prepaid;11;2018;167631
OrientTel;Prepaid;11;2018;225814
OrientTel;Control;11;2018;544155
OrientTel;Prepaid;11;2018;815493
OrientTel;Prepaid;11;2018;1541511
ComTel;Postpaid;12;2018;1095
ComTel;Postpaid;12;2018;1249
ComTel;Postpaid;12;2018;1281
ComTel;Postpaid;12;2018;1384
ComTel;Postpaid;12;2018;1394
ComTel;Postpaid;12;2018;1674
ComTel;Postpaid;12;2018;2467
ComTel;Postpaid;12;2018;2497
ComTel;Postpaid;12;2018;2569
ComTel;Postpaid;12;2018;2649
ComTel;Postpaid;12;2018;4722
ComTel;Postpaid;12;2018;5388
ComTel;Postpaid;12;2018;5763
ComTel;Postpaid;12;2018;6834
ComTel;Postpaid;12;2018;8024
ComTel;Postpaid;12;2018;8217
ComTel;Postpaid;12;2018;9819
ComTel;Postpaid;12;2018;10341
ComTel;Postpaid;12;2018;10364
ComTel;Control;12;2018;10772
ComTel;Postpaid;12;2018;10928
ComTel;Control;12;2018;11370
ComTel;Control;12;2018;12413
ComTel;Control;12;2018;12811
ComTel;Control;12;2018;14146
ComTel;Control;12;2018;15226
ComTel;Control;12;2018;18047
ComTel;Postpaid;12;2018;18562
ComTel;Control;12;2018;23507
ComTel;Prepaid;12;2018;23760
ComTel;Control;12;2018;24762
ComTel;Control;12;2018;25370
ComTel;Postpaid;12;2018;25529
ComTel;Postpaid;12;2018;26128
ComTel;Control;12;2018;32708
ComTel;Control;12;2018;38441
ComTel;Prepaid;12;2018;40664
ComTel;Prepaid;12;2018;44350
ComTel;Postpaid;12;2018;48538
ComTel;Control;12;2018;49973
ComTel;Prepaid;12;2018;50751
ComTel;Control;12;2018;51509
ComTel;Prepaid;12;2018;56313
ComTel;Prepaid;12;2018;58011
ComTel;Prepaid;12;2018;58467
ComTel;Control;12;2018;62199
ComTel;Prepaid;12;2018;63103
ComTel;Control;12;2018;72747
ComTel;Prepaid;12;2018;78147
ComTel;Control;12;2018;79468
ComTel;Control;12;2018;80774
ComTel;Control;12;2018;83303
ComTel;Control;12;2018;86719
ComTel;Postpaid;12;2018;98709
ComTel;Prepaid;12;2018;100926
ComTel;Prepaid;12;2018;102130
ComTel;Control;12;2018;102445
ComTel;Prepaid;12;2018;108101
ComTel;Control;12;2018;132594
ComTel;Prepaid;12;2018;142150
ComTel;Prepaid;12;2018;163200
ComTel;Prepaid;12;2018;166498
ComTel;Prepaid;12;2018;172204
ComTel;Prepaid;12;2018;183273
ComTel;Prepaid;12;2018;196546
ComTel;Control;12;2018;203364
ComTel;Prepaid;12;2018;228708
ComTel;Prepaid;12;2018;253243
ComTel;Control;12;2018;266120
ComTel;Prepaid;12;2018;307142
ComTel;Control;12;2018;337405
ComTel;Postpaid;12;2018;343338
ComTel;Prepaid;12;2018;358508
ComTel;Prepaid;12;2018;363155
ComTel;Prepaid;12;2018;390954
ComTel;Prepaid;12;2018;1626665
ComTel;Control;12;2018;1765833
ComTel;Prepaid;12;2018;2599015
SurTel;Postpaid;12;2018;39
SurTel;Postpaid;12;2018;55
SurTel;Postpaid;12;2018;83
SurTel;Postpaid;12;2018;87
SurTel;Postpaid;12;2018;139
SurTel;Postpaid;12;2018;201
SurTel;Postpaid;12;2018;240
SurTel;Postpaid;12;2018;259
SurTel;Postpaid;12;2018;287
SurTel;Postpaid;12;2018;308
SurTel;Postpaid;12;2018;341
SurTel;Postpaid;12;2018;524
SurTel;Postpaid;12;2018;564
SurTel;Postpaid;12;2018;651
SurTel;Postpaid;12;2018;730
SurTel;Postpaid;12;2018;822
SurTel;Postpaid;12;2018;1081
SurTel;Postpaid;12;2018;1105
SurTel;Postpaid;12;2018;1208
SurTel;Postpaid;12;2018;1461
SurTel;Postpaid;12;2018;2028
SurTel;Postpaid;12;2018;2464
SurTel;Control;12;2018;2527
SurTel;Postpaid;12;2018;2541
SurTel;Postpaid;12;2018;3118
SurTel;Control;12;2018;3757
SurTel;Control;12;2018;5289
SurTel;Prepaid;12;2018;5483
SurTel;Control;12;2018;5668
SurTel;Prepaid;12;2018;6163
SurTel;Control;12;2018;6838
SurTel;Control;12;2018;8164
SurTel;Control;12;2018;10768
SurTel;Prepaid;12;2018;11076
SurTel;Prepaid;12;2018;11417
SurTel;Control;12;2018;11670
SurTel;Prepaid;12;2018;12311
SurTel;Prepaid;12;2018;13392
SurTel;Prepaid;12;2018;16841
SurTel;Control;12;2018;18667
SurTel;Prepaid;12;2018;19130
SurTel;Control;12;2018;19566
SurTel;Control;12;2018;19997
SurTel;Postpaid;12;2018;24247
SurTel;Control;12;2018;24271
SurTel;Control;12;2018;24868
SurTel;Control;12;2018;25646
SurTel;Control;12;2018;26954
SurTel;Control;12;2018;29940
SurTel;Prepaid;12;2018;37372
SurTel;Prepaid;12;2018;38263
SurTel;Postpaid;12;2018;40756
SurTel;Prepaid;12;2018;44478
SurTel;Prepaid;12;2018;44994
SurTel;Prepaid;12;2018;45131
SurTel;Prepaid;12;2018;60109
SurTel;Control;12;2018;63109
SurTel;Prepaid;12;2018;65818
SurTel;Control;12;2018;70640
SurTel;Control;12;2018;72310
SurTel;Control;12;2018;88057
SurTel;Control;12;2018;100088
SurTel;Prepaid;12;2018;103258
SurTel;Control;12;2018;105973
SurTel;Control;12;2018;122330
SurTel;Prepaid;12;2018;135174
SurTel;Control;12;2018;147802
SurTel;Prepaid;12;2018;150432
SurTel;Prepaid;12;2018;151160
SurTel;Prepaid;12;2018;154140
SurTel;Prepaid;12;2018;163143
SurTel;Prepaid;12;2018;165477
